Namespace(batch_size=256, binEnd=7, binStart=2, binaryWeight=True, bnnModel=False, cachemode=True, calculateBinarizationLosses=False, criterion='crossentropy', cuda=True, data_dir='/media/ameya/Sagiri', dataset='imagenet12', decayinterval=8, decaylevel=2, epochs=70, evaluate=False, inpsize=224, learningratescheduler='decayschedular', logdir='../logs//imagenet_alexnetfbin_testfin', lr=None, manualSeed=123, maxlr=0.0001, minlr=1e-05, model_def='alexnetfbin', momentum=0.9, nClasses=1000, name='imagenet_alexnetfbin_testfin', nesterov=False, ngpus=1, optimType='adam', pretrained=False, pretrained_file='', printfreq=200, resume='', start_epoch=0, store='', tenCrop=False, tensorboard=True, testOnly=False, testbatchsize=32, verbose=True, weightDecay=0.0, weight_init=True, workers=8)
Net (
  (drop): Dropout2d (p=0.0)
  (relu): ReLU (inplace)
  (conv1): Conv2d(3, 96, kernel_size=(11, 11), stride=(4, 4), padding=(2, 2))
  (bn1): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True)
  (maxpool1): MaxPool2d (size=(3, 3), stride=(2, 2), dilation=(1, 1))
  (conv2): Conv2d(96, 256, kernel_size=(5, 5), stride=(1, 1), padding=(2, 2), bias=False)
  (bn2): BatchNorm2d(96, eps=1e-05, momentum=0.1, affine=True)
  (activ2): Active (
  )
  (maxpool2): MaxPool2d (size=(3, 3), stride=(2, 2), dilation=(1, 1))
  (conv3): Conv2d(256, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn3): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True)
  (activ3): Active (
  )
  (conv4): Conv2d(384, 384, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn4): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True)
  (activ4): Active (
  )
  (conv5): Conv2d(384, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (bn5): BatchNorm2d(384, eps=1e-05, momentum=0.1, affine=True)
  (activ5): Active (
  )
  (maxpool3): MaxPool2d (size=(3, 3), stride=(2, 2), dilation=(1, 1))
  (conv6): Conv2d(256, 4096, kernel_size=(6, 6), stride=(1, 1), bias=False)
  (bn6): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True)
  (activ6): Active (
  )
  (conv7): Conv2d(4096, 4096, kernel_size=(1, 1), stride=(1, 1), bias=False)
  (bn7): BatchNorm2d(4096, eps=1e-05, momentum=0.1, affine=True)
  (activ7): Active (
  )
  (conv8): Conv2d(4096, 1000, kernel_size=(1, 1), stride=(1, 1))
)
('Starting epoch number:', 1, 'Learning rate:', 0.0001)
Epoch: [0][0/5005]	Time 11.520 (11.520)	Data 2.835 (2.835)	Loss 9.353	Accuracy 0.0000	Prec@1 0.0000	Prec@5 0.7812
Epoch: [0][200/5005]	Time 0.741 (148.855)	Data 0.027 (5.479)	Loss 7.977	Accuracy 0.0031	Prec@1 0.3051	Prec@5 1.3157
Epoch: [0][400/5005]	Time 0.713 (286.037)	Data 0.019 (7.661)	Loss 7.704	Accuracy 0.0045	Prec@1 0.4491	Prec@5 1.7641
Epoch: [0][600/5005]	Time 0.705 (423.414)	Data 0.017 (10.441)	Loss 7.557	Accuracy 0.0054	Prec@1 0.5427	Prec@5 2.0734
Epoch: [0][800/5005]	Time 0.700 (560.699)	Data 0.016 (12.932)	Loss 7.446	Accuracy 0.0064	Prec@1 0.6374	Prec@5 2.3818
Epoch: [0][1000/5005]	Time 0.697 (698.075)	Data 0.016 (15.613)	Loss 7.352	Accuracy 0.0071	Prec@1 0.7083	Prec@5 2.6243
Epoch: [0][1200/5005]	Time 0.696 (835.365)	Data 0.015 (18.105)	Loss 7.266	Accuracy 0.0079	Prec@1 0.7933	Prec@5 2.8963
Epoch: [0][1400/5005]	Time 0.694 (972.643)	Data 0.015 (20.561)	Loss 7.183	Accuracy 0.0087	Prec@1 0.8724	Prec@5 3.1718
Epoch: [0][1600/5005]	Time 0.693 (1110.027)	Data 0.014 (23.193)	Loss 7.105	Accuracy 0.0096	Prec@1 0.9584	Prec@5 3.4680
Epoch: [0][1800/5005]	Time 0.693 (1247.309)	Data 0.014 (25.719)	Loss 7.034	Accuracy 0.0105	Prec@1 1.0452	Prec@5 3.7596
Epoch: [0][2000/5005]	Time 0.692 (1384.514)	Data 0.014 (28.194)	Loss 6.969	Accuracy 0.0113	Prec@1 1.1305	Prec@5 4.0158
Epoch: [0][2200/5005]	Time 0.691 (1521.733)	Data 0.014 (30.670)	Loss 6.910	Accuracy 0.0120	Prec@1 1.2003	Prec@5 4.2369
Epoch: [0][2400/5005]	Time 0.691 (1659.049)	Data 0.014 (33.309)	Loss 6.855	Accuracy 0.0128	Prec@1 1.2825	Prec@5 4.4970
Epoch: [0][2600/5005]	Time 0.691 (1796.259)	Data 0.014 (35.856)	Loss 6.807	Accuracy 0.0135	Prec@1 1.3512	Prec@5 4.7290
Epoch: [0][2800/5005]	Time 0.690 (1933.735)	Data 0.014 (38.666)	Loss 6.762	Accuracy 0.0141	Prec@1 1.4122	Prec@5 4.9257
Epoch: [0][3000/5005]	Time 0.690 (2070.994)	Data 0.014 (41.323)	Loss 6.720	Accuracy 0.0149	Prec@1 1.4857	Prec@5 5.1409
Epoch: [0][3200/5005]	Time 0.690 (2208.219)	Data 0.014 (43.806)	Loss 6.681	Accuracy 0.0156	Prec@1 1.5619	Prec@5 5.3561
Epoch: [0][3400/5005]	Time 0.690 (2345.464)	Data 0.014 (46.358)	Loss 6.643	Accuracy 0.0164	Prec@1 1.6401	Prec@5 5.5908
Epoch: [0][3600/5005]	Time 0.689 (2482.837)	Data 0.014 (49.099)	Loss 6.607	Accuracy 0.0171	Prec@1 1.7134	Prec@5 5.8055
Epoch: [0][3800/5005]	Time 0.689 (2619.989)	Data 0.014 (51.508)	Loss 6.575	Accuracy 0.0178	Prec@1 1.7832	Prec@5 6.0120
Epoch: [0][4000/5005]	Time 0.689 (2757.245)	Data 0.014 (54.174)	Loss 6.543	Accuracy 0.0186	Prec@1 1.8577	Prec@5 6.2366
